ID,COUNT,ACRES,newID
09001_138955,4,0.888,1
09001_136741,4,0.888,2
09001_135822,4,0.888,3
09001_135572,4,0.888,4
09001_139242,4,0.888,5
09001_139142,4,0.888,6
25003_35245,4,0.888,7
25003_15225,4,0.888,8
23031_94638,4,0.888,9
36119_000496,4,0.888,10
36103_264510,4,0.888,11
36103_202113,4,0.888,12
44009_40117,4,0.888,13
09001_136812,5,1.11,14
09001_139315,5,1.11,15
09001_135575,5,1.11,16
09001_139123,5,1.11,17
09001_139250,5,1.11,18
09011_053636,5,1.11,19
25007_03916,5,1.11,20
23015_08463,5,1.11,21
36091_60790,5,1.11,22
36071_056260,5,1.11,23
36071_048589,5,1.11,24
36103_139894,5,1.11,25
36113_25881,5,1.11,26
44009_17613,5,1.11,27
50025_27538,5,1.11,28
44009_22875,5,1.11,29
44007_068572,5,1.11,30
09001_138975,6,1.332,31
09001_267339,6,1.332,32
09001_139168,6,1.332,33
09001_139067,6,1.332,34
09001_137964,6,1.332,35
09011_103908,6,1.332,36
33003_03294,6,1.332,37
33003_03246,6,1.332,38
44005_01452,6,1.332,39
36103_284217,6,1.332,40
36113_27570,6,1.332,41
36103_253299,6,1.332,42
44009_17086,6,1.332,43
44009_17068,6,1.332,44
44005_07924,6,1.332,45
09001_152522,7,1.554,46
09001_200414,7,1.554,47
09001_145222,7,1.554,48
09005_40032,7,1.554,49
09011_052890,7,1.554,50
23025_08663,7,1.554,51
23003_13290,7,1.554,52
25007_02914,7,1.554,53
33015_048521,7,1.554,54
25027_107412,7,1.554,55
36119_185422,7,1.554,56
36091_61765,7,1.554,57
36103_002596,7,1.554,58
44009_22477,7,1.554,59
44009_16845,7,1.554,60
44009_42655,7,1.554,61
44009_28037,7,1.554,62
09001_138331,8,1.776,63
09001_104276,8,1.776,64
09009_052556,8,1.776,65
09011_054024,8,1.776,66
25003_01717,8,1.776,67
25007_03263,8,1.776,68
09015_14012,8,1.776,69
33003_39385,8,1.776,70
33003_38900,8,1.776,71
36103_184741,8,1.776,72
36103_178514,8,1.776,73
36103_114186,8,1.776,74
44009_17232,8,1.776,75
44005_09706,8,1.776,76
44009_10737,8,1.776,77
44009_17131,8,1.776,78
09001_067474,9,1.998,79
09001_138738,9,1.998,80
09001_200433,9,1.998,81
09001_137857,9,1.998,82
09001_104992,9,1.998,83
09001_139161,9,1.998,84
09001_138984,9,1.998,85
09001_108772,9,1.998,86
09001_139024,9,1.998,87
09001_135442,9,1.998,88
09001_200150,9,1.998,89
09001_135616,9,1.998,90
09001_136752,9,1.998,91
09007_07688,9,1.998,92
09007_43734,9,1.998,93
09011_103742,9,1.998,94
25003_13457,9,1.998,95
25003_62687,9,1.998,96
33015_048122,9,1.998,97
25015_34481,9,1.998,98
33003_38893,9,1.998,99
33003_03293,9,1.998,100
36119_193369,9,1.998,101
36071_121924,9,1.998,102
36103_574104,9,1.998,103
36103_003596,9,1.998,104
36119_055315,9,1.998,105
44009_16058,9,1.998,106
44009_22481,9,1.998,107
44009_22475,9,1.998,108
44009_22478,9,1.998,109
50009_3286,9,1.998,110
44009_25892,9,1.998,111
44009_24076,9,1.998,112
09001_224657,10,2.22,113
09001_147951,10,2.22,114
09001_072359,10,2.22,115
09001_069340,10,2.22,116
09001_167197,10,2.22,117
09001_138598,10,2.22,118
09001_139193,10,2.22,119
09001_139403,10,2.22,120
09001_139237,10,2.22,121
09001_138298,10,2.22,122
09001_069284,10,2.22,123
09011_092594,10,2.22,124
09011_078895,10,2.22,125
09011_083340,10,2.22,126
09011_083461,10,2.22,127
23031_66202,10,2.22,128
33003_38892,10,2.22,129
36103_023233,10,2.22,130
36119_184929,10,2.22,131
44009_25732,10,2.22,132
09001_139087,11,2.442,133
09001_139164,11,2.442,134
09001_139167,11,2.442,135
09001_139007,11,2.442,136
09001_063904,11,2.442,137
09001_063666,11,2.442,138
09001_152787,11,2.442,139
09001_137605,11,2.442,140
09001_199876,11,2.442,141
09001_200459,11,2.442,142
09001_200105,11,2.442,143
25007_10603,11,2.442,144
25003_13121,11,2.442,145
36119_193917,11,2.442,146
36103_254492,11,2.442,147
44009_17008,11,2.442,148
09001_139256,12,2.664,149
09001_139150,12,2.664,150
09001_265611,12,2.664,151
09001_139170,12,2.664,152
09001_138769,12,2.664,153
09001_064901,12,2.664,154
09001_267331,12,2.664,155
09001_138596,12,2.664,156
09001_138287,12,2.664,157
09001_265516,12,2.664,158
09001_267910,12,2.664,159
25003_58484,12,2.664,160
09015_27780,12,2.664,161
23023_00868,12,2.664,162
33003_47611,12,2.664,163
33015_044465,12,2.664,164
36103_152542,12,2.664,165
36027_046892,12,2.664,166
36091_61603,12,2.664,167
36103_265635,12,2.664,168
36103_106357,12,2.664,169
36111_04112,12,2.664,170
44009_16926,12,2.664,171
44009_33486,12,2.664,172
44009_25116,12,2.664,173
44007_089415,12,2.664,174
44009_02336,12,2.664,175
44009_22479,12,2.664,176
09001_200327,13,2.886,177
09001_255827,13,2.886,178
09001_266479,13,2.886,179
09001_265579,13,2.886,180
09001_267073,13,2.886,181
09009_018833,13,2.886,182
09001_268534,13,2.886,183
09011_078849,13,2.886,184
25007_05049,13,2.886,185
33003_47624,13,2.886,186
36103_196156,13,2.886,187
36103_026191,13,2.886,188
36111_49563,13,2.886,189
44007_067037,13,2.886,190
44009_23044,13,2.886,191
44009_23586,13,2.886,192
50027_17557,13,2.886,193
44007_097560,13,2.886,194
44009_06806,13,2.886,195
44009_25595,13,2.886,196
44009_16827,13,2.886,197
44009_25948,13,2.886,198
09001_136894,14,3.108,199
09001_138838,14,3.108,200
09001_265577,14,3.108,201
09001_267123,14,3.108,202
09001_138294,14,3.108,203
09001_135409,14,3.108,204
09001_266480,14,3.108,205
09001_138937,14,3.108,206
09001_267040,14,3.108,207
09013_30614,14,3.108,208
09011_075438,14,3.108,209
09011_076606,14,3.108,210
09005_02432,14,3.108,211
09011_025936,14,3.108,212
09001_267602,14,3.108,213
09011_085657,14,3.108,214
09001_268402,14,3.108,215
25007_05055,14,3.108,216
25007_14995,14,3.108,217
33009_38170,14,3.108,218
36091_12423,14,3.108,219
36071_121898,14,3.108,220
36119_166198,14,3.108,221
36083_11351,14,3.108,222
44007_046505,14,3.108,223
44007_057186,14,3.108,224
44007_097466,14,3.108,225
44009_25607,14,3.108,226
44009_16867,14,3.108,227
44007_097782,14,3.108,228
50027_04192,14,3.108,229
44009_33256,14,3.108,230
09001_267335,15,3.33,231
09001_123271,15,3.33,232
09001_138858,15,3.33,233
09001_072272,15,3.33,234
09001_265586,15,3.33,235
09001_138849,15,3.33,236
09001_267273,15,3.33,237
09007_42629,15,3.33,238
09001_267513,15,3.33,239
09001_267345,15,3.33,240
25003_40206,15,3.33,241
25007_18569,15,3.33,242
23031_30554,15,3.33,243
09013_30761,15,3.33,244
09015_27590,15,3.33,245
36103_151818,15,3.33,246
36079_37040,15,3.33,247
36103_160900,15,3.33,248
44007_045218,15,3.33,249
44007_089344,15,3.33,250
44007_066807,15,3.33,251
09001_139316,16,3.552,252
09001_138565,16,3.552,253
09001_142371,16,3.552,254
09001_138908,16,3.552,255
09001_106382,16,3.552,256
09001_063670,16,3.552,257
09001_139263,16,3.552,258
09001_200350,16,3.552,259
09001_267033,16,3.552,260
09001_138965,16,3.552,261
09011_076709,16,3.552,262
09001_267458,16,3.552,263
09011_026070,16,3.552,264
09013_30793,16,3.552,265
33015_046015,16,3.552,266
36091_61591,16,3.552,267
44009_44739,16,3.552,268
44007_067099,16,3.552,269
44007_048499,16,3.552,270
44007_059552,16,3.552,271
44007_066665,16,3.552,272
09001_148530,17,3.774,273
09001_139159,17,3.774,274
09001_267042,17,3.774,275
09001_138956,17,3.774,276
09001_139160,17,3.774,277
09001_268543,17,3.774,278
25003_19400,17,3.774,279
25007_18971,17,3.774,280
25007_01877,17,3.774,281
09013_30738,17,3.774,282
25013_043552,17,3.774,283
33015_081649,17,3.774,284
36109_24162,17,3.774,285
36103_192697,17,3.774,286
44009_17053,17,3.774,287
44009_51947,17,3.774,288
09001_139165,18,3.996,289
09001_152483,18,3.996,290
09001_055822,18,3.996,291
09001_138939,18,3.996,292
09001_137572,18,3.996,293
09001_148554,18,3.996,294
09001_266260,18,3.996,295
09001_107231,18,3.996,296
09009_018838,18,3.996,297
09001_267876,18,3.996,298
09013_30782,18,3.996,299
25007_07948,18,3.996,300
33003_40683,18,3.996,301
33013_15488,18,3.996,302
36119_128423,18,3.996,303
36091_00435,18,3.996,304
36119_192968,18,3.996,305
44009_46670,18,3.996,306
44009_30174,18,3.996,307
44009_51516,18,3.996,308
50027_04824,18,3.996,309
09001_138250,19,4.218,310
09001_265565,19,4.218,311
09001_137607,19,4.218,312
09001_265590,19,4.218,313
09001_265522,19,4.218,314
09001_139247,19,4.218,315
25003_12667,19,4.218,316
09013_30809,19,4.218,317
25011_30857,19,4.218,318
33007_14632,19,4.218,319
33015_064789,19,4.218,320
36071_122299,19,4.218,321
36023_01440,19,4.218,322
36091_89683,19,4.218,323
44009_33758,19,4.218,324
44009_36180,19,4.218,325
09001_138291,20,4.44,326
09001_067481,20,4.44,327
09001_138859,20,4.44,328
09001_267305,20,4.44,329
09009_046218,20,4.44,330
09007_42261,20,4.44,331
09001_267394,20,4.44,332
09013_31281,20,4.44,333
33017_27140,20,4.44,334
36113_36179,20,4.44,335
36031_03580,20,4.44,336
44009_17532,20,4.44,337
44007_045382,20,4.44,338
50021_28380,20,4.44,339
50021_22354,20,4.44,340
09001_139249,21,4.662,341
09001_267889,21,4.662,342
09009_109297,21,4.662,343
09015_15754,21,4.662,344
25003_00843,21,4.662,345
09015_23771,21,4.662,346
25003_17526,21,4.662,347
25013_018804,21,4.662,348
25011_23582,21,4.662,349
36075_20126,21,4.662,350
36027_016679,21,4.662,351
36119_184368,21,4.662,352
36103_151735,21,4.662,353
36119_240423,21,4.662,354
50025_10441,21,4.662,355
09001_123273,22,4.884,356
09001_072276,22,4.884,357
09001_200446,22,4.884,358
09001_139355,22,4.884,359
09001_267347,22,4.884,360
09011_026806,22,4.884,361
25003_51558,22,4.884,362
33005_21270,22,4.884,363
36091_90526,22,4.884,364
36119_229747,22,4.884,365
44009_09194,22,4.884,366
09001_108730,23,5.106,367
09001_139348,23,5.106,368
09001_267484,23,5.106,369
25003_64402,23,5.106,370
09015_17775,23,5.106,371
25003_08560,23,5.106,372
36045_01580,23,5.106,373
36119_033668,23,5.106,374
36119_194121,23,5.106,375
36103_277257,23,5.106,376
36119_194624,23,5.106,377
09001_152869,24,5.328,378
09001_265589,24,5.328,379
09001_267038,24,5.328,380
09009_152277,24,5.328,381
09011_063652,24,5.328,382
09011_042026,24,5.328,383
25003_12191,24,5.328,384
25007_06106,24,5.328,385
33005_33856,24,5.328,386
25015_25025,24,5.328,387
36065_044442,24,5.328,388
36091_60321,24,5.328,389
36119_194610,24,5.328,390
50025_02891,24,5.328,391
09001_138954,25,5.55,392
09001_152840,25,5.55,393
09001_267013,25,5.55,394
09015_28939,25,5.55,395
33015_046039,25,5.55,396
50027_16239,25,5.55,397
44009_10718,25,5.55,398
09001_067068,26,5.772,399
09001_152849,26,5.772,400
09001_267026,26,5.772,401
09001_137580,26,5.772,402
09001_267359,26,5.772,403
09011_025702,26,5.772,404
09005_75401,26,5.772,405
09011_025697,26,5.772,406
25003_44905,26,5.772,407
25003_42524,26,5.772,408
33005_21660,26,5.772,409
36103_000304,26,5.772,410
44009_25769,26,5.772,411
09001_139140,27,5.994,412
09001_138860,27,5.994,413
09001_267048,27,5.994,414
44007_066137,27,5.994,415
44009_17217,27,5.994,416
09001_138293,28,6.216,417
09001_267448,28,6.216,418
09011_025683,28,6.216,419
25011_38749,28,6.216,420
36119_184615,28,6.216,421
36035_03235,28,6.216,422
44009_25844,28,6.216,423
09001_152837,29,6.438,424
09005_67104,29,6.438,425
23031_94346,29,6.438,426
25007_06810,29,6.438,427
33009_57648,29,6.438,428
33001_38567,29,6.438,429
33017_30584,29,6.438,430
33015_056543,29,6.438,431
36103_104348,29,6.438,432
44007_064675,29,6.438,433
44009_24797,29,6.438,434
09001_148557,30,6.66,435
09001_139135,30,6.66,436
09011_025239,30,6.66,437
36103_035876,30,6.66,438
09001_072442,31,6.882,439
09001_267043,31,6.882,440
09001_139082,31,6.882,441
09009_023427,31,6.882,442
09001_268689,31,6.882,443
09015_17778,31,6.882,444
33003_24412,31,6.882,445
09001_265607,32,7.104,446
09001_268478,32,7.104,447
25003_02213,32,7.104,448
25007_07386,32,7.104,449
09013_30760,32,7.104,450
25007_14819,32,7.104,451
33005_39294,32,7.104,452
36075_19488,32,7.104,453
09001_139261,33,7.326,454
09001_135417,33,7.326,455
09001_139255,33,7.326,456
09005_67520,33,7.326,457
09009_022321,33,7.326,458
25007_00523,33,7.326,459
36119_194473,33,7.326,460
36091_89994,33,7.326,461
36111_74526,33,7.326,462
36079_36041,33,7.326,463
09001_139260,34,7.548,464
09001_135544,34,7.548,465
25003_09184,34,7.548,466
25007_08689,34,7.548,467
33005_33855,34,7.548,468
33017_07409,34,7.548,469
25013_135936,34,7.548,470
44007_045174,34,7.548,471
09001_139088,35,7.77,472
09009_001194,35,7.77,473
09005_40035,35,7.77,474
09009_152226,35,7.77,475
25009_083312,35,7.77,476
33005_39300,35,7.77,477
33015_048114,35,7.77,478
33017_07399,35,7.77,479
36065_101091,35,7.77,480
44005_03226,35,7.77,481
09001_267463,36,7.992,482
25007_06535,36,7.992,483
33015_056524,36,7.992,484
36119_193986,36,7.992,485
09001_139041,37,8.214,486
09001_147958,37,8.214,487
09001_268686,37,8.214,488
25011_06452,37,8.214,489
25015_21929,37,8.214,490
36103_265300,37,8.214,491
36031_10458,37,8.214,492
44009_17562,37,8.214,493
09001_139090,38,8.436,494
09005_66997,38,8.436,495
09005_00647,38,8.436,496
36103_197290,38,8.436,497
50003_13795,38,8.436,498
44009_30337,38,8.436,499
09009_044697,39,8.658,500
09007_31336,39,8.658,501
09005_20650,39,8.658,502
25007_16598,39,8.658,503
33003_24489,39,8.658,504
44009_25541,39,8.658,505
09001_139262,40,8.88,506
09001_267334,40,8.88,507
09001_139319,40,8.88,508
25003_69952,40,8.88,509
25003_35821,40,8.88,510
25023_161861,40,8.88,511
25015_50518,40,8.88,512
09001_152328,41,9.102,513
09001_138823,41,9.102,514
23031_30391,41,9.102,515
33003_17508,41,9.102,516
33017_07238,41,9.102,517
33007_21948,41,9.102,518
36103_083742,41,9.102,519
44007_045230,41,9.102,520
50025_24288,41,9.102,521
09001_267074,42,9.324,522
09013_05632,42,9.324,523
25011_04627,42,9.324,524
25011_35648,42,9.324,525
36045_34843,42,9.324,526
09001_267371,43,9.546,527
33005_14126,43,9.546,528
09001_267349,44,9.768,529
36079_36033,44,9.768,530
36119_193245,44,9.768,531
50017_06942,44,9.768,532
09001_265492,45,9.99,533
09001_142506,45,9.99,534
09007_08925,45,9.99,535
23031_82410,45,9.99,536
25007_07527,45,9.99,537
33013_45102,45,9.99,538
36045_01608,45,9.99,539
36029_255707,45,9.99,540
36115_12629,45,9.99,541
09001_265523,46,10.212,542
09005_75443,46,10.212,543
25003_33817,46,10.212,544
50025_03129,46,10.212,545
09001_138941,47,10.434,546
09001_266983,47,10.434,547
09005_71764,47,10.434,548
25007_04990,47,10.434,549
25003_17138,47,10.434,550
33017_06500,47,10.434,551
50003_11072,47,10.434,552
50027_23125,47,10.434,553
09001_067709,48,10.656,554
09001_139353,48,10.656,555
09001_139267,48,10.656,556
25023_105317,48,10.656,557
36103_075452,48,10.656,558
50003_19429,48,10.656,559
09001_268527,49,10.878,560
09003_160049,49,10.878,561
25011_29605,49,10.878,562
36065_023489,49,10.878,563
36019_00719,49,10.878,564
44009_12777,49,10.878,565
25007_20233,50,11.1,566
33003_06361,50,11.1,567
33017_07431,50,11.1,568
09001_267333,51,11.322,569
09007_08100,52,11.544,570
25007_12419,52,11.544,571
23031_21859,52,11.544,572
33017_34143,52,11.544,573
33007_22533,52,11.544,574
33017_30601,52,11.544,575
36103_143064,52,11.544,576
36113_26220,52,11.544,577
44007_066511,52,11.544,578
33015_080493,53,11.766,579
33003_24228,53,11.766,580
33007_22528,53,11.766,581
09005_40036,54,11.988,582
25007_03342,54,11.988,583
25003_05053,54,11.988,584
36103_281635,54,11.988,585
44009_20716,54,11.988,586
09001_267065,55,12.21,587
25007_12621,55,12.21,588
25007_01178,55,12.21,589
23005_007588,55,12.21,590
25015_14675,55,12.21,591
25011_36616,55,12.21,592
25015_14010,55,12.21,593
36045_12744,55,12.21,594
44009_20776,55,12.21,595
09001_136318,56,12.432,596
25007_08870,56,12.432,597
25007_12347,56,12.432,598
23023_18116,56,12.432,599
25011_04104,56,12.432,600
25003_33826,56,12.432,601
33015_000141,56,12.432,602
36045_01611,56,12.432,603
50027_23791,56,12.432,604
44009_16188,56,12.432,605
09001_064608,57,12.654,606
09007_04435,57,12.654,607
23031_62402,57,12.654,608
36119_184279,57,12.654,609
09001_267457,58,12.876,610
09011_053468,58,12.876,611
36027_025181,58,12.876,612
36103_035280,58,12.876,613
36103_159129,58,12.876,614
50025_27058,58,12.876,615
25003_26153,59,13.098,616
23031_15725,59,13.098,617
25007_19768,59,13.098,618
23031_92758,60,13.32,619
36009_12498,60,13.32,620
36103_152653,60,13.32,621
50027_30799,60,13.32,622
44009_16248,60,13.32,623
09001_063861,61,13.542,624
09001_152858,61,13.542,625
09001_267940,61,13.542,626
25003_28750,61,13.542,627
36119_066558,61,13.542,628
36103_271461,61,13.542,629
44009_25099,61,13.542,630
44007_075527,61,13.542,631
09001_137486,62,13.764,632
09009_124352,62,13.764,633
09013_18123,62,13.764,634
25003_45383,62,13.764,635
25003_13560,62,13.764,636
36103_281566,62,13.764,637
44009_24225,62,13.764,638
50027_34231,62,13.764,639
09001_139200,63,13.986,640
50025_25126,63,13.986,641
44007_061036,63,13.986,642
44009_16747,63,13.986,643
09001_139143,64,14.208,644
23017_34944,64,14.208,645
25011_23996,64,14.208,646
36091_11368,64,14.208,647
09001_138174,65,14.43,648
23031_83244,65,14.43,649
25015_53051,65,14.43,650
36065_044520,65,14.43,651
09009_125228,66,14.652,652
09005_22515,66,14.652,653
33003_24303,66,14.652,654
33015_103140,66,14.652,655
36103_102429,66,14.652,656
09007_09059,67,14.874,657
23023_18042,67,14.874,658
25003_72109,67,14.874,659
33003_21287,67,14.874,660
09005_38966,68,15.096,661
36119_136224,68,15.096,662
50017_07829,68,15.096,663
50027_33672,68,15.096,664
25007_18471,69,15.318,665
09011_077024,70,15.54,666
25003_67458,70,15.54,667
36089_00143,70,15.54,668
09001_137550,71,15.762,669
09001_267441,71,15.762,670
09009_052558,71,15.762,671
33003_38732,71,15.762,672
50025_09330,71,15.762,673
09001_137823,72,15.984,674
23007_01136,72,15.984,675
33005_18298,72,15.984,676
09001_138186,73,16.206,677
25003_37257,73,16.206,678
25015_46860,73,16.206,679
23031_02602,74,16.428,680
33017_07369,74,16.428,681
44005_05492,74,16.428,682
44009_24681,74,16.428,683
09001_139252,75,16.65,684
09001_267442,75,16.65,685
09015_00840,75,16.65,686
09001_152880,76,16.872,687
09001_267337,76,16.872,688
09005_20254,76,16.872,689
36065_046752,76,16.872,690
09001_138988,77,17.094,691
23031_98526,77,17.094,692
09013_31325,77,17.094,693
09003_074160,78,17.316,694
09011_063677,78,17.316,695
09001_267467,78,17.316,696
09013_09798,78,17.316,697
33007_22772,78,17.316,698
36019_08944,79,17.538,699
50019_07648,79,17.538,700
09001_064375,80,17.76,701
09001_136789,80,17.76,702
09007_34679,80,17.76,703
25007_20364,80,17.76,704
36103_034051,80,17.76,705
36065_023494,80,17.76,706
44009_22474,80,17.76,707
09001_267028,81,17.982,708
09001_139414,82,18.204,709
09001_139185,82,18.204,710
09001_267439,82,18.204,711
25003_02567,82,18.204,712
25027_282796,82,18.204,713
36011_04529,82,18.204,714
33005_28207,82,18.204,715
33009_36017,82,18.204,716
36029_156342,82,18.204,717
09001_191375,83,18.426,718
09001_137803,83,18.426,719
09013_30607,83,18.426,720
09013_09803,83,18.426,721
25011_14643,83,18.426,722
09015_26614,83,18.426,723
09001_267027,84,18.648,724
09001_267471,84,18.648,725
44005_02312,84,18.648,726
09001_139085,85,18.87,727
44009_17389,85,18.87,728
33017_07307,86,19.092,729
33007_20808,86,19.092,730
09001_267336,87,19.314,731
09001_268457,87,19.314,732
09011_025630,87,19.314,733
25011_00117,87,19.314,734
25013_140228,87,19.314,735
44005_07305,87,19.314,736
25003_34700,88,19.536,737
36103_017694,88,19.536,738
25003_13004,89,19.758,739
25007_03089,89,19.758,740
33017_30993,89,19.758,741
36119_135246,89,19.758,742
09011_078879,90,19.98,743
23031_74864,90,19.98,744
44009_22463,90,19.98,745
44005_06403,91,20.202,746
09001_139379,92,20.424,747
09013_09697,92,20.424,748
25003_51982,92,20.424,749
25011_03118,93,20.646,750
36011_13459,93,20.646,751
09001_137785,94,20.868,752
09001_139231,94,20.868,753
33005_14906,95,21.09,754
09005_75409,96,21.312,755
25007_03389,96,21.312,756
33019_26897,96,21.312,757
36111_50973,96,21.312,758
09005_40034,97,21.534,759
36119_193661,97,21.534,760
50003_11233,97,21.534,761
09001_133669,98,21.756,762
09011_042239,98,21.756,763
09015_18348,99,21.978,764
23031_03713,100,22.2,765
09001_138299,101,22.422,766
33003_15906,101,22.422,767
33003_21243,101,22.422,768
25015_12320,102,22.644,769
36119_154507,102,22.644,770
09011_026889,103,22.866,771
25003_52541,103,22.866,772
25015_39988,104,23.088,773
33003_15358,104,23.088,774
36019_26237,104,23.088,775
50003_18319,104,23.088,776
09001_268705,105,23.31,777
23009_44262,105,23.31,778
25013_011402,105,23.31,779
33005_21832,105,23.31,780
36115_15025,105,23.31,781
50005_14019,105,23.31,782
44009_32686,105,23.31,783
25005_020999,106,23.532,784
50025_17948,106,23.532,785
23031_62624,107,23.754,786
36111_50971,107,23.754,787
44009_15267,107,23.754,788
09015_00353,108,23.976,789
09001_104440,109,24.198,790
09013_30759,109,24.198,791
33003_38630,109,24.198,792
09001_139320,110,24.42,793
09005_25183,110,24.42,794
50003_11101,110,24.42,795
09007_08600,111,24.642,796
25009_225527,111,24.642,797
36037_01215,111,24.642,798
33005_36337,112,24.864,799
36027_028218,112,24.864,800
25011_29026,113,25.086,801
36079_15186,113,25.086,802
50003_17465,114,25.308,803
33009_58410,115,25.53,804
09011_026891,116,25.752,805
33015_045910,116,25.752,806
25011_37400,118,26.196,807
09001_138285,119,26.418,808
09011_053276,119,26.418,809
09007_39988,119,26.418,810
25015_33337,119,26.418,811
50005_15152,119,26.418,812
